homeShotsTotalFT,awayShotsTotalFT,homeShotsOnTargetFT,awayShotsOnTargetFT,homeInterceptionsFT,awayInterceptionsFT,homeTacklesTotalFT,awayTacklesTotalFT,homeTackleSuccessFT,awayTackleSuccessFT,homeFoulsCommitedFT,awayFoulsCommitedFT,homePassesKeyFT,awayPassesKeyFT,homePassSuccessFT,awayPassSuccessFT,homePossessionFT,awayPossessionFT,homeDribbleSuccessFT,awayDribbleSuccessFT,homeAerialsTotalFT,awayAerialsTotalFT,homeCornersTotalFT,awayCornersTotalFT,division
13,11,4,6,14,18,18,35,73.53,67.9,20,15,11,8,70.64,64.12,52.6,47.4,53.7,71.43,39,39,4,4,La_Liga
12,13,6,5,26,14,25,27,76.19,80,19,14,11,9,72.82,52.68,60.32,39.68,45.83,36.67,49,49,5,10,La_Liga
9,16,1,7,10,21,30,28,67.33,62.88,16,14,6,13,59.88,70.08,48.18,51.82,63.33,42.98,28,28,8,10,La_Liga
10,14,3,7,18,22,32,24,74.64,75,15,14,8,9,65.47,53.44,57.44,42.56,55,38.89,60,60,5,6,La_Liga
17,9,2,0,13,14,32,32,78.99,65.38,22,13,12,8,68.65,58.69,59.95,40.05,62.5,35.56,45,45,14,1,La_Liga
13,10,8,2,22,19,27,33,81.82,77,17,8,13,9,77.82,68.65,52.05,47.95,38.89,30,36,36,5,2,La_Liga
13,13,5,1,18,12,44,31,65.05,73.08,17,19,11,5,66.72,65.19,43.89,56.11,53.12,49.31,52,52,3,3,La_Liga
19,9,9,2,18,16,26,30,84.09,71.53,7,15,15,7,73.26,65.68,53.35,46.65,60.71,58.33,34,34,9,9,La_Liga
11,15,6,5,16,14,33,33,82.69,66.67,20,14,7,9,68.02,57.01,58.15,41.85,63.33,55.56,32,32,3,5,La_Liga
13,10,6,3,15,11,21,27,86.11,82.61,10,7,10,7,81.03,73.29,59.92,40.08,25,31.25,12,12,6,3,La_Liga
13,19,7,4,23,16,31,21,81.48,78.95,19,11,11,11,56.09,67.99,42.99,57.01,36.36,29.41,49,49,4,6,La_Liga
16,8,3,3,12,29,28,34,76.09,67.95,13,14,12,3,74.06,50.33,59.29,40.71,38.64,54.17,46,46,6,1,La_Liga
13,9,3,4,14,22,19,21,91.18,73.68,15,15,9,8,57.98,40.9,56.32,43.68,45.45,21.43,54,54,9,2,La_Liga
18,6,6,0,9,17,14,36,76.92,56.55,10,20,14,5,79.86,45.93,66,34,55.07,42.86,31,31,7,3,La_Liga
15,9,4,5,22,10,42,20,59.46,80.56,22,9,11,9,61.32,79.62,42.43,57.57,26.92,50,23,23,6,0,La_Liga
7,18,5,6,12,12,25,34,59.09,70.99,9,8,4,14,63.42,72.07,44.48,55.52,32,56.25,29,29,4,6,La_Liga
16,10,3,3,24,12,40,49,58.6,65.77,10,14,12,6,69.28,69.61,50.23,49.77,48.21,55.8,31,31,9,4,La_Liga
20,8,5,4,8,17,18,34,79.41,66.67,18,8,16,6,84.82,61.62,60,40,52.78,29.17,27,27,9,5,La_Liga
11,16,2,5,15,15,26,18,79.55,77.78,23,20,10,10,49.6,60.74,46.33,53.67,26.67,41.67,60,60,6,6,La_Liga
7,10,1,2,11,19,16,29,80,72.92,11,13,3,7,57.28,63.08,47.55,52.45,43.75,42.86,43,43,2,9,La_Liga
14,11,7,4,11,17,29,33,74,73.81,12,14,8,9,60.23,56.89,51.78,48.22,50,38.89,33,33,3,5,La_Liga
13,10,5,3,11,18,23,18,93.18,73.33,14,18,9,7,58.39,49.79,54.13,45.87,45,15,51,51,8,3,La_Liga
20,13,8,8,24,6,16,30,64.29,61.59,13,16,14,12,67.54,68.86,53.84,46.16,70,68.75,37,37,8,4,La_Liga
13,6,3,1,23,13,28,31,74.24,79.63,15,15,9,5,62.71,59.23,54.33,45.67,39.29,50,56,56,8,5,La_Liga
12,10,6,2,14,10,32,26,63.5,77.08,16,13,9,6,73.34,67.39,47.83,52.17,46.15,40.56,27,27,6,7,La_Liga
9,10,3,3,12,20,33,30,76.92,58.18,13,14,7,5,71.67,66.89,57.08,42.92,60.78,38.24,36,36,6,3,La_Liga
23,7,14,4,1,17,15,38,92.86,62.64,6,13,12,7,81.29,62.38,70.27,29.73,54.55,33.33,38,38,11,0,La_Liga
10,13,5,5,11,25,28,32,74,80.67,17,15,10,10,62.49,62.52,51.74,48.26,33.33,50,27,27,2,4,La_Liga
23,8,8,2,11,11,43,29,70.2,74.55,11,14,18,6,84.05,77.08,56.89,43.11,37.33,50.76,26,26,4,1,La_Liga
8,4,2,2,24,16,25,21,86.25,76.32,19,13,5,2,53.98,56.07,48.26,51.74,41.67,35,40,40,8,2,La_Liga
15,9,5,2,9,15,33,38,86.36,67.95,13,11,9,6,71.32,51.7,61.35,38.65,50,37.5,54,54,10,4,La_Liga
28,6,10,5,13,20,16,30,75,63.77,15,15,18,4,75.04,37.53,66.9,33.1,49.07,44.44,57,57,7,3,La_Liga
7,16,4,5,14,8,23,23,77.5,60.53,19,16,7,8,55.48,62.13,47.43,52.57,44.12,45.45,41,41,9,12,La_Liga
7,9,2,2,11,23,19,17,75.56,66.67,12,13,4,6,55.61,66.48,47.53,52.47,35.71,56.25,80,80,4,4,La_Liga
11,19,2,9,17,12,25,25,75,75.4,24,13,9,12,61.69,60.64,46.31,53.69,37.5,62.5,58,58,1,8,La_Liga
13,15,6,6,18,18,35,31,70,96.38,16,13,11,10,73.97,62.28,57.25,42.75,8.33,60,48,48,8,9,La_Liga
23,4,10,2,17,20,25,43,89.68,47.22,13,16,15,3,82.66,71.23,64.68,35.32,70.29,20.51,15,15,15,2,La_Liga
22,8,11,4,22,15,27,29,88.64,61.11,16,13,19,4,72.92,69.99,51.21,48.79,73.33,26.92,30,30,8,6,La_Liga
17,11,6,4,28,11,27,24,64.58,84.21,17,17,13,8,77.61,67.55,51.97,48.03,25,53.12,29,29,5,5,La_Liga
7,21,1,11,17,14,30,32,50,81.48,18,13,6,17,60.97,76.44,38.53,61.47,34.38,65,25,25,0,7,La_Liga
15,7,10,1,15,21,35,29,65,62.15,13,7,12,5,65.4,60.22,55.21,44.79,39.49,57.5,36,36,7,1,La_Liga
17,8,3,0,11,14,22,40,57.89,73.23,11,12,15,5,77.79,64.6,60.42,39.58,42.86,75,49,49,7,0,La_Liga
7,17,4,6,15,13,31,19,55.21,46.67,13,11,5,12,52.55,82.29,28.55,71.45,72.73,73.53,31,31,2,8,La_Liga
8,12,3,2,18,19,39,42,86.67,87.1,15,14,7,7,65.55,68.45,42.66,57.34,45.45,25,50,50,3,8,La_Liga
16,9,5,6,13,13,20,21,86.11,70,21,12,10,8,58.03,61.48,52.87,47.13,60,31.25,43,43,9,3,La_Liga
16,10,2,3,10,22,30,35,72,72.22,13,15,8,4,72.45,54.72,60.21,39.79,40,46.67,49,49,8,3,La_Liga
12,13,2,4,19,13,30,24,85.71,70,15,15,8,10,65.06,66.24,50.26,49.74,58.33,26.67,46,46,9,7,La_Liga
18,15,8,1,13,10,30,28,73.08,65.94,12,9,17,13,85.45,69.7,54.77,45.23,39.17,53.85,21,21,12,9,La_Liga
19,12,8,6,23,20,28,33,82.61,72.41,14,18,13,9,75.35,55.92,66.43,33.57,56.67,26.67,21,21,11,5,La_Liga
15,10,8,1,16,13,25,52,83.33,59.54,11,13,11,7,72.53,69.2,55.62,44.38,55.95,43.75,35,35,8,5,La_Liga
15,9,7,2,8,24,23,37,65.91,90.62,13,10,11,7,71.28,61.34,59.35,40.65,17.65,68.18,35,35,8,6,La_Liga
21,11,8,2,14,16,42,47,75.56,66.22,7,14,18,9,69.64,69.69,47.63,52.37,56.25,35.51,28,28,4,2,La_Liga
10,10,3,3,8,21,26,23,65,58.33,7,23,3,6,58.75,59.81,51.3,48.7,46.88,43.75,34,34,8,5,La_Liga
6,9,2,2,11,10,36,41,75.31,78.49,17,9,5,8,62.76,74.96,38.39,61.61,47.22,42.16,31,31,7,6,La_Liga
17,13,7,2,13,19,29,33,77.78,48,9,8,13,11,82.23,65.81,59.56,40.44,59.09,30,25,25,8,7,La_Liga
17,10,5,4,9,13,42,30,70.2,65.48,13,16,13,7,70.7,61.64,55.41,44.59,55.56,61.76,34,34,11,4,La_Liga
15,14,6,5,24,21,37,25,89.88,76.85,20,14,7,10,59.07,60.74,51.53,48.47,35.9,26.67,47,47,12,7,La_Liga
22,7,8,3,18,26,26,30,73.91,79.71,20,11,18,5,76.97,66.81,52.39,47.61,46.67,50,35,35,8,3,La_Liga
11,23,1,8,26,17,25,32,68,85.19,19,12,9,19,51.97,70.65,37.63,62.37,21.05,40,43,44,3,8,La_Liga
8,21,5,5,22,14,28,29,70,91.3,24,16,6,13,45.74,74.12,33.82,66.18,27.27,61.54,53,53,4,7,La_Liga
8,14,4,3,18,17,25,38,65.91,77.78,11,15,6,11,58.13,73.86,42.94,57.06,29.01,61.54,27,27,5,4,La_Liga
11,13,4,3,12,16,30,21,83.93,71.43,8,15,7,10,57.49,71.57,44.86,55.14,40,41.67,47,47,1,10,La_Liga
13,3,6,0,4,13,27,34,86.96,70.83,12,17,9,2,81.91,65.75,58.34,41.66,38.89,14.29,14,14,1,2,La_Liga
20,9,7,1,14,19,31,31,79.31,50,13,14,18,5,76.8,58.56,57.17,42.83,62.5,31.58,28,28,9,2,La_Liga
18,5,8,3,26,16,44,18,60.48,77.78,18,10,14,5,59.9,73.04,42.67,57.33,36.36,57.95,24,24,9,9,La_Liga
17,7,5,2,11,22,32,29,92.31,75.36,17,24,13,5,76.75,50.87,65.69,34.31,35.42,17.86,45,45,7,5,La_Liga
8,20,2,6,14,18,30,20,75.64,75,16,16,6,18,56.28,83.91,35.11,64.89,55.56,40.62,26,26,2,11,La_Liga
10,6,3,3,10,19,17,19,73.33,73.53,6,10,9,5,69.83,55.11,51.12,48.88,40.91,40,44,44,10,6,La_Liga
12,9,3,6,10,19,50,28,62.38,88.64,20,14,8,6,69.88,70.24,49.83,50.17,19.23,55.56,31,31,5,8,La_Liga
7,12,3,1,25,13,22,27,73.68,80.95,21,8,6,9,52.51,69.39,41.09,58.91,36.36,55.56,24,24,2,1,La_Liga
17,8,7,3,9,20,46,36,70.71,59.2,14,15,14,6,77.15,64.63,61.84,38.16,60,47.62,26,26,8,2,La_Liga
11,14,6,3,14,19,26,21,78.26,94.12,17,17,10,10,62.88,67.29,48.19,51.81,21.43,31.25,22,22,7,5,La_Liga
8,6,2,2,7,14,32,38,68.75,66.15,17,14,5,5,72.05,61.12,58.41,41.59,41.98,51.11,35,35,7,2,La_Liga
14,12,5,4,5,28,26,45,85.71,55.33,13,24,8,8,74.9,42.59,66.74,33.26,61.81,18.75,56,56,11,4,La_Liga
25,14,8,7,21,21,33,27,86.67,72.22,9,17,16,11,73.41,55.6,59.49,40.51,53.85,22.22,38,38,11,2,La_Liga
16,8,6,4,10,15,31,25,78.57,78.33,16,18,11,3,70.59,53.48,64.4,35.6,32.14,46.15,36,36,10,6,La_Liga
23,11,8,7,10,14,25,40,80.95,77.34,16,9,20,9,80.24,63.07,58.45,41.55,34.09,28.57,25,25,8,2,La_Liga
14,4,6,1,21,16,32,26,72.44,63.49,17,15,10,3,69.78,65.66,44.56,55.44,65.38,46.88,35,35,7,0,La_Liga
13,9,7,4,26,14,25,32,73.91,57.33,23,13,12,8,65.14,68.54,40.62,59.38,69.79,40,54,54,2,4,La_Liga
12,14,2,7,18,5,22,30,55.88,75.36,26,8,7,10,56.93,78.98,36.28,63.72,35.29,53.57,33,33,7,1,La_Liga
24,14,9,5,19,17,43,44,82.81,78.12,11,21,13,10,62.8,66.08,47.98,52.02,40,34.13,34,34,8,7,La_Liga
14,13,6,4,9,17,17,31,83.33,56,13,15,12,8,72.82,67.05,54.7,45.3,60,27.78,42,42,5,7,La_Liga
12,12,5,5,21,14,34,30,68.33,79.86,12,13,10,10,64.82,84.84,35.09,64.91,45.83,45.45,29,29,3,6,La_Liga
9,7,3,2,22,8,36,22,83.95,92.98,11,9,6,2,64.82,63.39,46.91,53.09,12.12,22.81,51,51,5,3,La_Liga
11,17,7,4,13,13,39,27,74.14,77.27,9,14,5,13,61.29,80.45,41.32,58.68,42.86,32.61,30,30,5,6,La_Liga
17,13,8,3,8,17,41,33,65.05,55.36,20,21,11,11,78.58,67.98,60.16,39.84,82.35,57.14,18,18,7,3,La_Liga
13,3,7,1,20,22,33,41,90.38,78.12,7,12,10,3,85.74,56.67,71.37,28.63,29.17,16.67,26,26,7,4,La_Liga
21,6,4,3,21,16,26,33,63.16,82.61,17,14,14,2,70.57,54.88,59.97,40.03,23.53,53.57,39,39,7,4,La_Liga
14,18,6,6,15,18,31,27,61.11,73.08,13,6,9,15,68.15,74.75,46.37,53.63,33.33,58.33,14,14,4,15,La_Liga
10,15,4,5,19,10,31,26,63,62.88,10,17,9,13,65.99,64.38,55.37,44.63,52.94,58.33,54,54,5,5,La_Liga
14,13,2,4,29,18,44,27,70.97,86.36,21,9,10,4,52.75,74.99,36.98,63.02,25,45.24,37,37,8,9,La_Liga
14,3,6,0,11,11,34,25,61.11,75,9,14,9,3,73.8,74.02,51.16,48.84,39.29,64.71,28,28,8,1,La_Liga
8,10,1,6,22,8,36,37,74.07,77.38,20,9,5,8,64.29,65.84,41.82,58.18,41.18,38.1,34,34,5,3,La_Liga
16,11,2,1,17,14,13,24,86.36,63.64,15,19,12,11,65.5,52.57,60.34,39.66,61.54,28.57,55,55,4,5,La_Liga
7,8,3,3,27,28,38,31,83.7,62,12,11,7,7,60.45,71.27,39.35,60.65,62.5,25,34,34,9,7,La_Liga
10,12,2,4,12,14,36,34,84.88,75.93,14,13,7,10,69.61,71.83,52.51,47.49,34.21,26.47,34,34,9,6,La_Liga
17,6,6,3,13,21,23,33,81.82,71.01,11,12,11,3,72.73,64.76,57.81,42.19,50,23.53,30,30,7,3,La_Liga
13,10,7,4,14,12,21,28,70.59,73.61,13,18,11,8,77.41,69.89,60.42,39.58,53.57,45.45,34,34,3,0,La_Liga
13,15,4,6,14,11,28,31,71.93,68.94,17,12,11,12,53.87,67.3,39.38,60.62,48.96,42.31,54,54,5,7,La_Liga
12,9,4,5,16,16,34,34,75.33,73.33,21,16,8,6,58.44,62.13,45.29,54.71,44.74,50,42,42,8,4,La_Liga
17,13,8,7,10,16,28,51,68.75,64.52,13,14,11,10,75.79,52.71,62.54,37.46,43.89,53.33,41,41,8,3,La_Liga
24,6,11,1,20,16,10,22,72.22,76.32,15,11,18,5,87.91,57.88,67.51,32.49,34.38,50,33,33,7,1,La_Liga
15,11,6,2,12,20,48,33,70.59,68.52,16,10,13,8,63.42,74.81,39.75,60.25,52.78,48,28,28,4,5,La_Liga
20,15,9,4,17,11,16,25,76.67,57.89,8,12,20,14,71.64,76.53,52.85,47.15,48.04,35,27,27,11,1,La_Liga
26,9,12,3,21,12,26,35,76.67,57.78,6,8,21,6,87.38,68.55,65.69,34.31,54.17,35.9,18,18,9,1,La_Liga
7,10,3,3,14,10,20,21,80.56,76.32,8,17,5,9,69.29,56.63,56.54,43.46,40.91,57.14,47,47,6,1,La_Liga
11,12,3,4,15,15,32,25,87.18,75,17,9,8,6,68.94,54.72,54.92,45.08,32.35,29.17,40,40,6,7,La_Liga
12,35,4,15,15,12,36,31,56.45,68.12,15,7,8,28,66.63,80.43,41.97,58.03,65.38,53.85,24,24,1,6,La_Liga
25,2,14,1,13,19,22,27,88.89,61.36,10,12,23,1,77.1,58.4,64.47,35.53,66.67,15.38,29,29,8,3,La_Liga
16,8,4,1,26,12,29,28,85.23,76.09,15,21,11,4,63.48,55.5,54.58,45.42,32.35,23.53,41,41,2,1,La_Liga
9,25,3,8,12,11,27,16,78.26,87.5,14,10,9,16,58.72,77.97,39.03,60.97,18.18,32.35,37,37,2,7,La_Liga
15,8,4,5,19,19,30,30,75.76,80.67,15,12,12,6,76.99,49.83,65.32,34.68,32.22,50,42,42,7,3,La_Liga
20,4,5,2,7,31,29,24,75,75,9,16,16,3,73.77,45.23,66.86,33.14,42.31,51.52,52,50,12,5,La_Liga
16,17,10,6,10,15,33,49,82.69,72.81,17,17,11,9,72.26,62.14,54.32,45.68,36.11,30,35,35,7,5,La_Liga
17,9,8,3,10,11,28,20,93.18,66.67,16,9,15,6,79.42,65.9,53.87,46.13,50,13.64,25,25,2,7,La_Liga
21,8,8,5,16,18,27,58,56.14,62.61,13,6,16,6,85.55,45.64,72.51,27.49,50,59.38,31,31,11,3,La_Liga
10,9,2,5,18,10,26,20,78.57,66.67,17,16,5,8,56.1,60.3,46.8,53.2,55,25,50,50,4,7,La_Liga
21,7,9,3,15,19,17,42,70.59,62.74,19,24,14,5,73.66,58.76,62.19,37.81,54.67,83.33,44,44,11,2,La_Liga
17,16,5,4,13,15,28,35,88.64,73.33,16,19,14,11,67.26,63.3,54.24,45.76,45,22.73,47,47,8,4,La_Liga
14,12,2,4,24,17,36,43,91.67,87.04,19,11,9,8,51.97,61.41,51.44,48.56,17.05,25,51,51,5,4,La_Liga
15,7,3,1,18,20,32,44,87.5,68.63,14,22,9,3,75.08,50.57,64.79,35.21,46,25,46,46,5,1,La_Liga
16,11,5,8,23,20,39,32,70.31,86.21,18,12,12,10,68.25,70.01,45.42,54.58,26.47,42,33,34,9,0,La_Liga
13,10,8,3,19,17,34,32,77.38,54,19,19,7,7,84.42,70.8,54.56,45.44,59.09,33.33,13,13,3,7,La_Liga
5,16,0,6,12,25,27,25,70.45,73.02,19,11,4,10,64.82,69.94,47,53,31.48,58.33,29,30,9,9,La_Liga
19,11,6,6,14,11,30,20,67.36,84.21,8,17,12,8,72.94,60.37,59.87,40.13,27.27,37.3,27,27,6,6,La_Liga
7,10,2,3,6,6,20,17,70.59,78.12,18,13,4,7,63.38,49.09,63.86,36.14,50,41.67,41,41,8,2,La_Liga
15,6,4,5,29,27,15,33,84.62,72.22,13,22,7,4,66.53,59.26,55.57,44.43,32.61,33.33,40,40,9,4,La_Liga
12,14,3,5,13,18,37,26,70,75.44,20,11,8,10,57.42,71.29,40.77,59.23,66.67,52.94,51,52,8,6,La_Liga
12,20,4,8,18,15,31,28,69.33,95.83,17,12,7,16,67.55,76.35,44.61,55.39,10,47.92,20,20,5,7,La_Liga
10,21,6,5,19,13,41,30,68.89,88.89,10,8,8,19,50.53,81.65,32.43,67.57,31.25,63.54,43,43,5,10,La_Liga
19,8,7,4,14,33,29,16,78.57,47.22,14,17,12,6,74.57,55.35,61.51,38.49,59.09,41.03,47,47,5,2,La_Liga
18,16,7,6,23,23,17,17,57.14,76.92,15,7,12,12,70.28,70.95,52.46,47.54,39.58,60,29,29,11,4,La_Liga
18,16,10,6,9,24,22,29,69.44,67.42,17,15,14,12,75.48,66.83,57.22,42.78,51.19,54.17,13,13,1,1,La_Liga
13,9,3,4,16,28,22,51,81.48,75.69,12,14,8,6,77.84,57.11,59.72,40.28,68.33,33.33,28,28,9,8,La_Liga
9,6,1,5,12,14,28,52,70,75,15,16,6,4,76.36,62.28,63.47,36.53,33.33,50,38,38,5,5,La_Liga
16,17,5,4,12,11,26,27,71.74,70.45,12,14,13,11,73.55,71.01,51.98,48.02,46.88,43.75,16,16,4,3,La_Liga
21,14,10,4,22,17,29,25,76.81,73.91,11,12,15,11,67.36,63.47,52.44,47.56,46.43,46.15,42,42,12,6,La_Liga
17,11,5,6,11,9,29,26,59.42,58,11,10,14,6,77.54,48.71,64.62,35.38,61.11,50,37,37,8,3,La_Liga
19,8,5,2,16,13,24,44,90,64.22,7,19,14,8,84.46,50.18,70.81,29.19,50,40,32,32,9,2,La_Liga
17,5,8,1,8,11,21,16,72.92,73.81,8,7,12,3,76.64,75.53,53.37,46.63,44.44,61.11,29,29,9,2,La_Liga
14,8,7,2,30,24,17,26,78.12,73.91,15,13,11,5,68.2,67.76,44.48,55.52,42.86,43.75,43,43,3,5,La_Liga
23,11,6,5,18,17,17,32,64.71,76,13,12,11,8,74.84,54.03,58.55,41.45,40,75,36,36,6,1,La_Liga
14,17,4,4,18,18,43,55,84.95,69.92,12,15,12,14,73.52,66.01,51.49,48.51,53.57,36.67,36,36,10,5,La_Liga
14,16,5,5,20,15,31,32,66.67,72.41,17,7,12,12,67.15,66,48.44,51.56,50,51.11,39,39,6,6,La_Liga
15,2,8,0,18,19,30,42,73.19,72.06,15,21,11,2,71.37,55.44,55.3,44.7,50,46.67,24,24,3,0,La_Liga
13,15,7,5,18,9,43,33,65.48,71.15,15,15,8,11,65.11,80.07,41.76,58.24,53.12,42.67,26,26,5,7,La_Liga
10,8,4,3,17,13,30,21,62.28,69.44,20,12,7,6,73.58,63.96,56.99,43.01,42.31,47.06,23,23,2,3,La_Liga
5,6,2,3,11,10,17,14,81.82,92.86,5,11,3,4,56.88,52.51,47.14,52.86,14.29,60,31,31,1,5,La_Liga
15,6,4,3,16,16,18,33,90.62,69.23,12,17,11,4,79.94,49.31,69.14,30.86,39.13,33.33,20,20,5,0,La_Liga
19,6,3,2,22,12,22,24,71.05,82.61,13,13,14,4,74.03,67.59,57.36,42.64,21.05,40,30,30,8,4,La_Liga
17,9,4,6,16,22,19,43,72.22,78.92,7,27,8,6,81.02,52.1,68.8,31.2,41.67,50,37,37,8,1,La_Liga
7,16,1,9,22,21,30,31,62.12,86,14,11,6,12,74.06,72.39,46.3,53.7,25,44.17,34,34,5,6,La_Liga
12,10,5,6,14,23,29,18,76.92,68.75,19,16,8,6,68.98,70.4,54.53,45.47,45.83,43.75,31,31,4,3,La_Liga
16,9,12,1,23,25,40,29,71.84,68.94,14,7,11,6,70.41,74.79,46.91,53.09,62.5,37.88,17,17,6,5,La_Liga
6,20,3,6,27,11,33,20,75,76.47,14,23,3,15,56.17,79.11,36.61,63.39,55.56,44.12,53,53,3,11,La_Liga
23,7,4,3,16,19,22,31,93.33,76.81,11,11,20,4,80.97,54.25,64.1,35.9,35.29,9.09,27,27,9,3,La_Liga
15,16,8,8,13,9,37,34,64.37,83.33,14,13,11,10,71.59,74.93,39.37,60.63,42.86,50.76,30,30,6,9,La_Liga
22,3,15,1,22,17,30,37,90.91,85.48,5,12,18,3,79.39,59.76,65.22,34.78,25,25,21,21,10,1,La_Liga
5,23,1,9,19,17,23,15,77.27,73.33,17,17,4,23,63.63,83.19,41.12,58.88,40,36.67,27,26,5,4,La_Liga
11,12,4,3,14,14,36,51,80,72.37,11,14,10,9,74.95,57.49,59.84,40.16,43.45,47.22,35,35,4,8,La_Liga
12,15,6,3,7,18,28,17,72.92,64.29,15,10,10,14,69.32,74.98,43.57,56.43,78.57,50,21,21,3,8,La_Liga
10,14,3,4,14,30,24,26,57.89,84.92,10,14,8,11,68.24,71.32,50.95,49.05,21.11,53.33,43,43,3,7,La_Liga
16,8,4,3,17,12,27,25,76.98,71.43,13,10,12,6,84.81,64.12,57.22,42.78,40.62,29.41,27,27,8,2,La_Liga
4,12,1,3,18,14,39,15,72.22,88.46,13,8,4,8,50.13,85.22,28.74,71.26,13.64,33.7,29,29,2,5,La_Liga
9,6,3,0,32,15,31,33,78,89.1,16,22,5,5,65.33,61.95,48.35,51.65,23.33,34.21,49,49,3,3,La_Liga
12,15,5,7,23,17,24,35,82.5,57.47,21,12,5,12,70.09,63.58,47.07,52.93,50,38.89,28,28,9,3,La_Liga
11,16,5,6,18,23,26,22,64.29,70,14,17,9,11,74.07,62.43,56.18,43.82,54.55,42.11,42,42,6,5,La_Liga
14,7,6,4,12,18,22,35,90,78.4,22,8,12,7,74.05,53.22,63.64,36.36,37.5,27.78,30,30,6,7,La_Liga
6,17,2,10,24,15,41,23,67.19,76.32,21,13,5,9,59.98,66.88,43.79,56.21,37.5,69.79,30,30,7,6,La_Liga
13,11,5,4,11,11,44,57,71.25,64.41,17,10,8,11,63.29,73.94,46.94,53.06,50,54.76,52,52,5,2,La_Liga
16,8,4,1,16,16,52,26,71.93,72.73,9,13,15,5,77.54,72.97,53.67,46.33,50,36.02,15,15,6,4,La_Liga
7,23,2,7,21,12,19,19,84.21,81.25,20,20,5,18,53.78,73.82,38.96,61.04,37.5,37.5,35,35,2,7,La_Liga
15,13,3,6,10,25,39,32,66.13,68.52,7,14,12,8,82.79,68.81,58.63,41.37,65.38,60.83,31,31,6,6,La_Liga
12,13,6,3,11,15,24,28,89.13,81.82,13,19,9,9,62.14,65,49.23,50.77,25,17.86,37,37,4,5,La_Liga
11,18,1,6,14,14,17,28,90,76,9,8,5,14,72.58,55.88,62.97,37.03,50,22.22,55,55,7,6,La_Liga
13,27,5,10,15,7,29,25,71.43,75,18,13,8,21,53.23,77.78,34.51,65.49,35.29,40,30,30,3,8,La_Liga
21,8,8,1,19,30,30,35,66.67,59.88,7,15,17,6,88.45,68.46,68.38,31.62,54.76,53.12,27,27,7,4,La_Liga
23,4,12,3,18,17,44,44,81.31,75.83,12,16,17,2,74.79,67.63,48.47,51.53,51.47,30.83,25,25,13,0,La_Liga
21,11,5,4,20,23,21,33,90,58.33,14,9,13,8,76.11,61.95,60.75,39.25,43.48,15.38,30,30,12,3,La_Liga
10,15,5,3,19,12,26,15,90.48,71.43,19,14,7,12,53.57,77.32,40.09,59.91,50,14.71,55,55,5,10,La_Liga
17,12,8,5,14,16,34,30,73.08,69.23,8,6,12,9,71.5,63.87,57.95,42.05,47.22,31.16,31,31,9,2,La_Liga
11,7,5,2,19,19,34,22,74.07,76.19,15,13,7,6,70.79,68.02,49.89,50.11,50,34.09,32,32,5,6,La_Liga
5,4,3,1,6,7,14,16,87.5,96.43,7,5,4,4,79.16,75.02,54.41,45.59,14.29,28.57,9,9,1,2,La_Liga
14,7,3,3,16,23,27,36,78.26,76.81,8,14,11,5,57.83,53.7,54.91,45.09,50,46.15,68,68,14,4,La_Liga
8,14,2,4,10,18,23,28,92.11,80.43,17,16,5,10,72.97,54.43,60.5,39.5,28.12,9.38,19,19,7,4,La_Liga
20,15,5,5,11,15,23,21,77.5,85,17,15,15,10,71.78,48.16,62.82,37.18,21.43,38.46,50,50,9,6,La_Liga
20,13,5,4,9,19,33,28,73.81,78.26,21,18,16,10,75.02,60.72,58.03,41.97,45.45,44.87,45,45,2,7,La_Liga
17,10,5,3,10,24,26,20,82.61,72.22,11,10,9,7,80.87,64.75,61.94,38.06,35.71,25,21,21,7,5,La_Liga
5,15,1,4,29,12,38,43,57.58,79.44,20,15,5,10,68.86,81.29,33.64,66.36,46.67,62.5,20,20,2,3,La_Liga
5,13,4,3,18,17,51,29,80.26,78.85,14,21,3,13,54.98,78.2,39.39,60.61,50,43.33,28,28,3,5,La_Liga
14,8,3,2,11,14,25,34,81.25,79.31,14,8,10,7,64.86,59.34,49.63,50.37,46.15,30,43,43,11,5,La_Liga
8,12,5,3,14,24,40,30,81.61,96.03,15,22,7,9,53.42,69.61,44.91,55.09,13.33,53.03,43,43,3,5,La_Liga
32,8,11,5,8,19,16,29,90,68.84,11,10,26,7,81.85,58.86,59.9,40.1,44.79,21.43,45,45,10,1,La_Liga
20,10,8,5,19,17,20,25,80.56,81.25,8,13,18,6,70.99,56.93,61.22,38.78,32.14,50,48,48,8,4,La_Liga
13,11,3,4,8,17,37,19,71.6,78.57,6,7,10,9,75.49,78.69,52.62,47.38,50,61.91,28,28,11,4,La_Liga
11,12,3,5,15,14,28,22,78.26,73.68,23,9,7,9,60.4,74.79,41.88,58.12,29.41,35.29,27,27,4,5,La_Liga
16,10,7,4,21,24,37,32,72.62,66.07,14,18,9,7,61.15,75.95,43.42,56.58,71.43,44.2,23,23,4,2,La_Liga
13,14,4,3,20,14,24,40,60.53,67.65,19,15,11,12,69.88,63.99,47.14,52.86,41.07,44.12,44,44,5,5,La_Liga
16,7,7,2,20,15,29,33,89.58,83.95,12,13,14,5,74.26,70.86,48.33,51.67,42.31,14.71,30,30,9,5,La_Liga
